"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Netherlands","NLD","2015","15.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Netherlands","NLD","2014","15.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Netherlands","NLD","2013","16.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Netherlands","NLD","2012","14.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Netherlands","NLD","2011","14.000","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Netherlands","NLD","2010","13.900","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Netherlands","NLD","2009","13.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Netherlands","NLD","2008","12.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Netherlands","NLD","2007","11.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Netherlands","NLD","2006","13.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Netherlands","NLD","2005","13.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Netherlands","NLD","2004","13.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Netherlands","NLD","2003","13.000","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Netherlands","NLD","2002","13.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Netherlands","NLD","2001","13.000","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Netherlands","NLD","2000","12.900","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2019","16.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2018","16.900","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2017","19.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2016","18.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2015","17.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2014","17.000","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2013","17.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2012","18.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2011","17.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2010","18.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2009","17.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2008","18.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2007","18.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2006","19.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2005","19.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2004","19.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2003","19.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2002","19.000","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2001","21.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","New Zealand","NZL","2000","20.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2019","6.900","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2018","7.000","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2017","6.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2016","7.000","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2015","6.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2014","6.900","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2013","8.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2012","6.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2011","8.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2010","7.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2009","7.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2008","7.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2007","7.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2006","7.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2005","8.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2004","8.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2003","8.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2002","7.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2001","7.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nicaragua","NIC","2000","7.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2019","7.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2018","7.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2017","7.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2016","7.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2015","7.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2014","7.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2013","7.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2012","7.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2011","7.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2010","7.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2009","7.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2008","7.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2007","7.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2006","7.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2005","7.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2004","6.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2003","6.900","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2002","6.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2001","6.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Niger","NER","2000","6.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2019","5.000","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2018","5.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2017","5.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2016","5.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2015","5.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2014","5.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2013","5.900","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2012","6.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2011","6.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2010","6.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2009","6.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2008","6.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2007","6.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2006","6.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2005","6.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2004","6.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2003","6.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2002","6.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2001","6.900","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Nigeria","NGA","2000","6.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2019","13.900","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2018","13.900","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2017","13.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2016","13.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2015","13.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2014","13.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2013","15.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2012","13.900","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2011","11.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2010","10.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2009","14.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2008","13.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2007","13.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2006","14.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2005","12.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2004","14.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2003","13.000","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2002","13.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2001","20.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","North Macedonia","MKD","2000","13.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2019","15.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2018","16.000","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2017","16.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2016","16.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2015","16.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2014","16.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2013","15.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2012","15.900","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2011","18.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2010","16.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2009","18.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2008","15.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2007","16.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2006","18.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2005","16.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2004","17.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2003","17.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2002","17.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2001","21.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Norway","NOR","2000","21.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2019","6.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2018","6.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2017","6.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2016","6.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2015","7.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2014","7.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2013","7.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2012","7.900","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2011","9.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2010","10.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2009","10.000","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2008","10.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2007","10.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2006","10.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2005","9.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2004","9.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2003","9.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2002","9.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2001","9.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Oman","OMN","2000","9.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2019","13.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2018","13.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2017","13.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2016","13.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2015","13.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2014","13.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2013","13.000","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2012","12.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2011","12.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2010","12.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2009","12.900","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2008","13.000","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2007","13.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2006","13.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2005","13.000","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2004","13.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2003","13.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2002","13.000","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2001","12.900","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Pakistan","PAK","2000","12.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2019","4.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2018","4.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2017","5.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2016","5.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2015","4.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2014","7.000","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2013","6.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2012","6.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2011","6.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2010","7.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2009","8.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2008","8.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2007","8.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2006","10.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2005","8.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2004","9.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2003","10.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2002","8.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2001","9.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Panama","PAN","2000","9.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2019","4.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2018","4.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2017","4.100","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2016","4.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2015","4.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2014","4.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2013","3.900","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2012","3.900","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2011","3.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2010","3.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2009","3.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2008","3.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2007","3.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2006","3.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2005","3.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2004","3.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2003","3.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2002","3.300","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2001","3.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Papua New Guinea","PNG","2000","3.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Paraguay","PRY","2019","8.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Paraguay","PRY","2018","8.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Paraguay","PRY","2017","8.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Paraguay","PRY","2016","7.700","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Paraguay","PRY","2015","8.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Paraguay","PRY","2014","7.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Paraguay","PRY","2013","7.000","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Paraguay","PRY","2012","5.900","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Paraguay","PRY","2011","6.400","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Paraguay","PRY","2010","4.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Paraguay","PRY","2009","6.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Paraguay","PRY","2008","4.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Paraguay","PRY","2007","5.000","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Paraguay","PRY","2006","5.800","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Paraguay","PRY","2005","5.200","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Paraguay","PRY","2004","5.500","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Paraguay","PRY","2003","4.600","male"
"Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","Paraguay","PRY","2002","3.900","male"
